City,Province,Year,Boys_Enrolled,Girls_Enrolled,Gender_parity_score,%_Complete_Primary_Schools,Complete_Primary_Schools,%_Primary_Schools_with_single_classroom,Primary_Schools_with_single_classroom,Number_of_primary_schools_as_%_of_total_schools,Number_of_primary_schools,%_Primary_Schools_with_single_teacher,Primary_Schools_with_single_teacher,Number_of_secondary_schools_as_%_of_total_schools,Number_of_secondary_schools,Total_number_of_schools,Population,Area ,Boundary_wall,Building_condition_satisfactory,Drinking_water,Toilet,Electricity,"Boundary wall, Building condition satisfactory, Drinking water and 2 more (clusters)",School_infrastructure_score,Education_score,Learning_score,Enrolment_score,Retention_score,Educational_Budget_Spend_of_GDP,Pakistan_Economic_Growth,Bomb_Blasts_Occurred,Drone_attacks_in_Pakistan,Terrorist_Attacks_Affectees,Global_Terrorism_Index_Pakistan
Bahawalpur,Punjab,2013,0.7381,0.2619,0.354829969,0.752610966,1153,0.066579634,102,0.776482514,1532,0.180809399,277,0.223517486,441,1973,2433091,24830,76.97290931,75.97173145,92.34393404,87.22025913,50.23557126,Cluster 2,76.54888104,57.49402849,59.75,60.83333333,33.2,2.59,0.037,41,24,5379,9.07
Bhakkar,Punjab,2013,0.7912,0.2088,0.263902932,0.836714976,866,0.024154589,25,0.769516729,1035,0.139130435,144,0.230483271,310,1345,1051456,8153,79.09018356,47.80526736,95.21149242,78.45171588,55.38707103,Cluster 2,71.18914605,58.56468763,56.15,70.83333333,36.4,2.59,0.037,41,24,5379,9.07
Chakwal,Punjab,2013,0.577,0.423,0.733102253,0.900133156,676,0.015978695,12,0.621688742,751,0.083888149,63,0.378311258,457,1208,1083725,6524,90.22801303,71.44408252,87.07926167,90.4451683,74.70141151,Cluster 2,82.77958741,82.27539533,66.9,97.5,72.4,2.59,0.037,41,24,5379,9.07
Chiniot,Punjab,2013,0.7999,0.2001,0.25015627,0.822097378,439,0.052434457,28,0.770562771,534,0.125468165,67,0.229437229,159,693,965124,,76.45502646,48.28042328,87.03703704,67.32804233,38.75661376,Cluster 2,63.57142857,62.34209421,57.825,68.33333333,53.2,2.59,0.037,41,24,5379,9.07
Dera Ghazi Khan,Punjab,2013,0.8862,0.1138,0.128413451,0.592567103,861,0.206469374,300,0.815375982,1453,0.200963524,292,0.184624018,329,1782,2643118,11922,48.76223374,43.58088659,53.77086932,48.41681059,14.62291307,Cluster 1,41.83074266,55.31269986,60,66.66666667,33.2,2.59,0.037,41,24,5379,9.07
Faisalabad,Punjab,2013,0.5331,0.4669,0.875820672,0.868008949,1164,0.041759881,56,0.576526225,1341,0.090231171,121,0.423473775,985,2326,5429547,5856,81.71978352,56.04329525,84.96692724,86.77089597,78.05171377,Cluster 2,77.51052315,72.35063255,64.975,83.33333333,44.4,2.59,0.037,41,24,5379,9.07
Gujranwala,Punjab,2013,0.6334,0.3666,0.578781181,0.838209983,974,0.048192771,56,0.679929783,1162,0.113597246,132,0.320070217,547,1709,3400940,3622,84.52380952,43.84920635,91.07142857,79.43121693,60.84656085,Cluster 2,71.94444444,73.91366943,56.625,89.16666667,63.2,2.59,0.037,41,24,5379,9.07
Gujrat,Punjab,2013,0.6886,0.3114,0.4522219,0.878172589,865,0.023350254,23,0.662407532,985,0.098477157,97,0.337592468,502,1487,2048008,3192,94.21052632,76.09022556,95.86466165,89.32330827,84.66165414,Cluster 2,88.03007519,77.15961752,66.2,92.5,68.8,2.59,0.037,41,24,5379,9.07
Hafizabad,Punjab,2013,0.7041,0.2959,0.420252805,0.693014706,377,0.018382353,10,0.744186047,544,0.288602941,157,0.255813953,187,731,832980,2367,85.88235294,58.5620915,90.32679739,82.35294118,61.04575163,Cluster 2,75.63398693,66.70996106,51.35,87.5,48.4,2.59,0.037,41,24,5379,9.07
Jhang,Punjab,2013,0.675,0.325,0.481481481,0.846805235,1100,0.077752117,101,0.78489426,1299,0.075442648,98,0.21510574,356,1655,2834546,8809,74.74505099,43.37132574,92.86142771,77.62447511,41.69166167,Cluster 2,66.05878824,64.7057683,58.125,75,43.2,2.59,0.037,41,24,5379,9.07
Jhelum,Punjab,2013,0.5809,0.4191,0.72146669,0.853747715,467,0.02559415,14,0.653524492,547,0.120658135,66,0.346475508,290,837,936957,3587,86.38814016,51.61725067,76.41509434,81.94070081,74.79784367,Cluster 2,74.23180593,80.63259652,53.025,100,77.6,2.59,0.037,41,24,5379,9.07
Kasur,Punjab,2013,0.6621,0.3379,0.510345869,0.850183824,925,0.033088235,36,0.723885562,1088,0.116727941,127,0.276114438,415,1503,1466000,4796,90.43824701,68.12749004,92.74900398,91.47410359,60.39840638,Cluster 2,80.6374502,68.9485938,59.4,85,47.6,2.59,0.037,41,24,5379,9.07
Khanewal,Punjab,2013,0.6628,0.3372,0.508750754,0.882113821,651,0.029810298,22,0.566820276,738,0.088075881,65,0.433179724,564,1302,2068490,4349,83.71886121,52.58007117,95.10676157,84.34163701,73.22064057,Cluster 2,77.79359431,67.55415638,60.725,84.16666667,41.6,2.59,0.037,41,24,5379,9.07
Khushab,Punjab,2013,0.6937,0.3063,0.441545337,0.811267606,576,0.053521127,38,0.735751295,710,0.135211268,96,0.264248705,255,965,1205460,6511,76.66263603,49.81862152,75.09068924,77.26723096,63.24062878,Cluster 2,68.41596131,69.11166797,57.95,86.66666667,51.2,2.59,0.037,41,24,5379,9.07
Lahore,Punjab,2013,0.6149,0.3851,0.626280696,0.896551724,598,0.052473763,35,0.537903226,667,0.050974513,34,0.462096774,573,1240,6318745,1772,91.61028417,65.35859269,91.88092016,93.23410014,80.92016238,Cluster 2,84.60081191,79.64897896,70.0875,90,70,2.59,0.037,41,24,5379,9.07
Layyah,Punjab,2013,0.7765,0.2235,0.287830006,0.706666667,901,0.063529412,81,0.765306122,1275,0.229803922,293,0.234693878,391,1666,1120951,6291,81.171875,54.609375,98.359375,86.640625,49.6875,Cluster 2,74.09375,66.69246005,69.05,84.16666667,41.2,2.59,0.037,41,24,5379,9.07
Lodhran,Punjab,2013,0.6849,0.3151,0.460067163,0.855421687,497,0.018932874,11,0.700844391,581,0.125645439,73,0.299155609,248,829,1171800,2778,96.96969697,74.09090909,96.51515152,98.63636364,67.87878788,Cluster 2,86.81818182,60.70671014,57.75,69.16666667,34.4,2.59,0.037,41,24,5379,9.07
Mandi Bahauddin,Punjab,2013,0.5751,0.4249,0.73882803,,,,,0.663540445,566,,,0.336459555,287,853,1160552,2673,91.35135135,66.35135135,98.10810811,87.83783784,85,Cluster 2,85.72972973,75.71867446,63.95,90.83333333,55.6,2.59,0.037,41,24,5379,9.07
Mianwali,Punjab,2013,0.8153,0.1847,0.226542377,0.798586572,904,0.064487633,73,0.791055206,1132,0.136925795,155,0.208944794,299,1431,1056620,5840,85.05654281,50.88852989,78.59450727,84.57189015,63.97415186,Cluster 2,72.61712439,68.18095362,65.45,90,48.8,2.59,0.037,41,24,5379,9.07
Multan,Punjab,2013,0.585,0.415,0.709401709,0.872047244,886,0.029527559,30,0.718021201,1016,0.098425197,100,0.281978799,399,1415,3116851,3720,85.30769231,53.53846154,92.07692308,89.38461539,59.30769231,Cluster 2,75.92307692,66.00211157,60.975,78.33333333,33.2,2.59,0.037,41,24,5379,9.07
Muzaffargarh,Punjab,2013,0.8085,0.1915,0.23685838,0.746511628,1284,0.054069767,93,0.825732117,1720,0.199418605,343,0.174267883,363,2083,2635903,8249,68.34118263,44.32234432,90.58084772,78.59759288,23.54788069,Cluster 2,61.07796965,55.11998665,55.2,63.33333333,32.8,2.59,0.037,41,24,5379,9.07
